Make,Number.of.Engines,Weather.Condition,Broad.phase.of.flight,total_passengers,injury_rate,is_destroyed,Make_Model
Diamond Aircraft Ind Inc,1,VMC,,1.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 40
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3C
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 180
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,7.0,0.2857142857142857,1.0,Cessna — 150
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 210
Piper,1,VMC,,2.0,1.0,1.0,Piper — PA28R
Diamond Aircraft Ind Inc,2,VMC,,4.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 42 NG
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8
Boeing,,,,0.0,,,Boeing — 737
Cessna,,,,6.0,0.0,0.0,Cessna — 525
Boeing,,,,173.0,0.0,,Boeing — 737
Mooney,1,IMC,,1.0,1.0,1.0,Mooney — M20J
Cirrus,1,IMC,,3.0,0.0,0.0,Cirrus — SR22
Piper,,,,0.0,,1.0,Piper — PA34-200T
Cessna,1,VMC,,2.0,0.0,1.0,Cessna — 170
Boeing,,,,0.0,,0.0,Boeing — 737
Embraer,,,,168.0,0.0,,Embraer — EMB110
Piper,1,VMC,,6.0,1.0,1.0,Piper — PA 24-260
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA34
Beech,,,,4.0,1.0,1.0,Beech — 58
Airbus,2,,,38.0,0.0,,Airbus — A319 115
Boeing,,,,6.0,0.0,0.0,Boeing — 737
Cessna,1,,,1.0,1.0,0.0,Cessna — 208B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A185
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA 24
Boeing,,,,48.0,0.0,,Boeing — 737
Airbus,,,,0.0,,0.0,Airbus — A320
Airbus,,,,0.0,,0.0,Airbus — A320
Airbus,,,,0.0,,,Airbus — A330
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — T210N
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 28-161
Cirrus,,,,2.0,1.0,1.0,Cirrus — SR20
Beech,,VMC,,2.0,1.0,0.0,Beech — G33
Cessna,2,IMC,,1.0,1.0,1.0,Cessna — 525
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20R
Boeing,2,VMC,,140.0,0.9,0.0,Boeing — 737 7H4
Beech,2,VMC,,1.0,0.0,0.0,Beech — 95 B55
Airbus,2,,,288.0,0.0,0.0,Airbus — A330 323
Boeing,2,,,46.0,0.0,,Boeing — 737 500
Boeing,,,,115.0,0.0,,Boeing — 737
Cirrus,1,IMC,,2.0,1.0,1.0,Cirrus — SR22
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 22
Mooney,1,VMC,,4.0,0.0,0.0,Mooney — M20F
McDonnell Douglas,2,VMC,,101.0,0.0,0.0,McDonnell Douglas — DC 9 83(MD-83)
Piper,2,VMC,,4.0,0.0,0.0,Piper — PA 34-220T
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 120
Piper,,,,2.0,1.0,0.0,Piper — PA28
Cessna,,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 25-235
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7GCBC
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28R
Cessna,2,IMC,,4.0,0.75,0.0,Cessna — T303
Maule,1,VMC,,1.0,0.0,0.0,Maule — M 5-235C
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
North American,1,VMC,,2.0,1.0,1.0,North American — SNJ 5
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 152
Cessna,2,VMC,,3.0,0.0,0.0,Cessna — 402
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G 164A
Stinson,1,VMC,,1.0,1.0,0.0,Stinson — 108
Beech,2,VMC,,2.0,0.0,0.0,Beech — 76
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — 108
Piper,1,VMC,,3.0,0.3333333333333333,0.0,Piper — PA28R
Aeronca,1,VMC,,1.0,0.0,0.0,Aeronca — 65 LB
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 182F
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8
Cessna,,VMC,,2.0,1.0,,Cessna — 172
Boeing,2,,,0.0,,,Boeing — 737
Beech,,,,1.0,0.0,0.0,Beech — 58
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer — G 164C
Boeing,,,,0.0,,0.0,Boeing — 737
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 182
Taylorcraft,,,,2.0,1.0,0.0,Taylorcraft — BC12
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 310
Beech,2,VMC,,1.0,0.0,0.0,Beech — 95B55
Boeing,,,,0.0,,0.0,Boeing — 737
Beech,2,VMC,,1.0,0.0,0.0,Beech — 1900C
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 172
Cessna,1,,,1.0,1.0,0.0,Cessna — 172
Boeing,,,,352.0,0.0,,Boeing — 777
Bombardier Inc,2,VMC,,276.0,0.0,0.0,Bombardier Inc — CL600 2D24
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172
Piper,1,VMC,,1.0,1.0,1.0,Piper — PA32
Boeing,,,,5.0,0.0,,Boeing — 737
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Beech,2,,,2.0,0.0,,Beech — 400
Boeing,2,,,181.0,0.0,,Boeing — 767 323
Cessna,1,IMC,,2.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,,,,3.0,1.0,0.0,Cessna — U206F
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 802
Boeing,,,,0.0,,,Boeing — 737
Beech,2,VMC,,3.0,0.0,0.0,Beech — 58
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — A185
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Aeronca,1,VMC,,2.0,0.5,0.0,Aeronca — 7AC
Beech,1,VMC,,1.0,0.0,0.0,Beech — A36
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 15
Boeing,2,,,0.0,,,Boeing — 737
Grumman,1,VMC,,2.0,0.0,1.0,Grumman — TBM-3
Aeronca,1,VMC,,2.0,0.0,0.0,Aeronca — 7AC
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Beech,2,VMC,,1.0,0.0,0.0,Beech — 58
Boeing,2,VMC,,179.0,0.0,0.0,Boeing — 737-8H4
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,5.0,0.6,0.0,Cessna — 182F
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,2,VMC,,2.0,0.5,0.0,Piper — PA 34-200
Boeing,2,,,0.0,,0.0,Boeing — 767
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — P210
Ayres,1,,,0.0,,1.0,Ayres — S2R
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172N
Beech,2,VMC,,3.0,1.0,1.0,Beech — 76
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Champion,1,VMC,,2.0,0.0,0.0,Champion — 7ECA
Cirrus,1,VMC,,1.0,1.0,1.0,Cirrus — SR22
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170
Piper,1,,,1.0,1.0,0.0,Piper — PA-28-180
Mooney,,,,3.0,1.0,1.0,Mooney — M20K
Mooney,,,,3.0,1.0,1.0,Mooney — M20K
Beech,1,VMC,,2.0,0.5,1.0,Beech — 35A33
Cessna,1,,,2.0,1.0,1.0,Cessna — 208B
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 182G
Diamond Aircraft Ind Inc,1,VMC,,2.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 20
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 32R
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 172
Maule,,,,4.0,1.0,1.0,Maule — M7
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177
Cessna,1,,,3.0,1.0,1.0,Cessna — 208
Bombardier,,,,0.0,,,Bombardier — CL600 2B19
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — A75N1(PT17)
Cessna,1,,,2.0,1.0,1.0,Cessna — 210
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 120
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA 18
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182D
Boeing,,,,113.0,0.9911504424778761,1.0,Boeing — 737
Maule,1,VMC,,2.0,0.0,0.0,Maule — M 7
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 402
Piper,2,VMC,,1.0,1.0,1.0,Piper — PA34
Diamond Aircraft Ind Inc,1,VMC,,4.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 40
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 14
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA24
Taylorcraft,1,VMC,,1.0,1.0,0.0,Taylorcraft — BC12
North American,,VMC,,3.0,0.0,0.0,North American — NAVION
Piper,1,VMC,,3.0,0.3333333333333333,0.0,Piper — PA28
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 421
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Piper,1,IMC,,1.0,1.0,1.0,Piper — PA28
Cessna,1,VMC,,2.0,0.5,1.0,Cessna — 140
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA22
Luscombe,1,VMC,,1.0,1.0,0.0,Luscombe — 8
Boeing,,,,0.0,,0.0,Boeing — 767
Beech,1,VMC,,1.0,1.0,0.0,Beech — D17S
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182
Beech,1,VMC,,2.0,1.0,1.0,Beech — P35
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 502B
Cirrus,1,VMC,,1.0,1.0,0.0,Cirrus — SR20
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150L
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 150M
Aeronca,1,VMC,,2.0,0.0,0.0,Aeronca — 58B
Beech,1,VMC,,2.0,0.0,0.0,Beech — D35
Cessna,,VMC,,2.0,0.0,0.0,Cessna — T182T
Cirrus,1,VMC,,2.0,0.0,0.0,Cirrus — SR22
Maule,1,VMC,,1.0,1.0,0.0,Maule — M5
Cessna,,,,2.0,0.0,0.0,Cessna — 152
Aeronca,1,VMC,,2.0,0.0,0.0,Aeronca — 7AC
Cessna,,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 337
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172
Cessna,,VMC,,1.0,0.0,0.0,Cessna — P210N
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 46
Beech,1,VMC,,2.0,1.0,0.0,Beech — A36
North American,1,VMC,,1.0,1.0,1.0,North American — SNJ 2
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172
Piper,2,,,2.0,0.0,0.0,Piper — PA28
Piper,,,,1.0,1.0,,Piper — PA25
Cirrus,1,VMC,,2.0,1.0,1.0,Cirrus — SR22
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 210
Luscombe,1,VMC,,2.0,0.0,0.0,Luscombe — 8A
Dehavilland,1,VMC,,7.0,0.8571428571428571,0.0,Dehavilland — BEAVER DHC 2
Beech,1,VMC,,2.0,0.0,0.0,Beech — F33A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Piper,2,IMC,,4.0,1.0,1.0,Piper — PA 31
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 12
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18-150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,4.0,0.5,0.0,Cessna — 172
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7ECA
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T210
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 22
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Cessna,2,,,3.0,1.0,1.0,Cessna — 421B
Cessna,,,,10.0,1.0,1.0,Cessna — 208
Cessna,,,,0.0,,0.0,Cessna — 525
Beech,1,VMC,,4.0,0.0,0.0,Beech — A36
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7ECA
Beech,1,VMC,,1.0,0.0,1.0,Beech — F33A
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7GCBC
Beech,1,VMC,,2.0,0.0,0.0,Beech — A23
Piper,,,,1.0,1.0,0.0,Piper — PA-25
Beech,2,VMC,,1.0,0.0,0.0,Beech — 58
Cessna,,,,1.0,1.0,0.0,Cessna — 172
Piper,2,IMC,,2.0,1.0,0.0,Piper — PA 44
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA18
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Boeing,,,,0.0,,,Boeing — 737
Cessna,1,VMC,,5.0,0.8,0.0,Cessna — 182
Cessna,1,IMC,,4.0,1.0,1.0,Cessna — T182T
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 28
Taylorcraft,1,VMC,,1.0,0.0,0.0,Taylorcraft — BC12 D
Aviat Aircraft Inc,1,VMC,,1.0,0.0,0.0,Aviat Aircraft Inc — A 1
Boeing,2,,,269.0,0.026022304832713755,,Boeing — 777 223
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170
Boeing,2,,,173.0,0.0,0.0,Boeing — 737 800
Cessna,1,,,2.0,1.0,0.0,Cessna — R172
Cessna,2,VMC,,2.0,0.5,0.0,Cessna — 421C
Beech,1,VMC,,3.0,0.0,0.0,Beech — A36
Boeing,2,,,292.0,0.003424657534246575,,Boeing — 787-9
Boeing,,,,106.0,0.0,,Boeing — 737
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8
Boeing,2,,,6.0,0.0,,Boeing — 737-8H4
Air Tractor,,,,1.0,1.0,0.0,Air Tractor — AT802
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA32R
Raytheon Aircraft Company,2,IMC,,2.0,1.0,1.0,Raytheon Aircraft Company — 58
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 175
McDonnell Douglas,,,,177.0,0.0,0.0,McDonnell Douglas — MD80
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,2,VMC,,4.0,0.0,0.0,Cessna — 402
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Aeronca,1,VMC,,1.0,0.0,0.0,Aeronca — 7BCM
Piper,2,VMC,,2.0,0.5,0.0,Piper — PA 34-200
Rockwell International,1,VMC,,2.0,0.0,0.0,Rockwell International — 112TC
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — L 5
Beech,,VMC,,2.0,1.0,1.0,Beech — A35
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 185
Cessna,1,VMC,,2.0,1.0,1.0,Cessna — 172N
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer — G 164B
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — B75
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA 22
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 180K
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA31
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172D
Diamond Aircraft Ind Inc,1,VMC,,2.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 20
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 28-140
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,3.0,0.6666666666666666,0.0,Cessna — T210F
Raytheon Aircraft Company,1,VMC,,3.0,0.0,0.0,Raytheon Aircraft Company — A36
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA 30
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182T
Embraer,2,,,73.0,0.0,,Embraer — ERJ175
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — TR182
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 32-300
Piper,,,,5.0,1.0,0.0,Piper — PA31
Piper,1,IMC,,3.0,0.0,0.0,Piper — PA22
Cirrus,1,VMC,,2.0,0.5,1.0,Cirrus — SR22
Air Tractor,1,VMC,,1.0,1.0,1.0,Air Tractor — AT 502B
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20J
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 150F
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 301
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18-150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170
Beech,1,VMC,,1.0,0.0,0.0,Beech — V35B
Boeing,,IMC,,4.0,0.0,,Boeing — 747
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA18
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 172
Beech,1,VMC,,2.0,0.5,0.0,Beech — D17
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA 30
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Dehavilland,1,VMC,,4.0,0.0,0.0,Dehavilland — DHC-2
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,3.0,0.6666666666666666,0.0,Cessna — P210N
Ercoupe,1,VMC,,2.0,1.0,1.0,Ercoupe — 415 D
Piper,1,,,2.0,1.0,0.0,Piper — PA 18-150
Cessna,2,VMC,,4.0,0.0,0.0,Cessna — 340A
Taylorcraft,1,VMC,,1.0,0.0,0.0,Taylorcraft — F19
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172S
Boeing,,,,157.0,0.0,0.0,Boeing — 737
Cessna,,,,1.0,1.0,1.0,Cessna — 172
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer — G 164
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 150J
Embraer,2,VMC,,53.0,0.0,,Embraer — EMB145
Air Tractor,,VMC,,1.0,0.0,0.0,Air Tractor — AT502
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T210
Beech,,,,4.0,1.0,1.0,Beech — C90
Cessna,2,VMC,,1.0,1.0,1.0,Cessna — 320
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA28
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA32
Beech,1,VMC,,2.0,0.5,0.0,Beech — 35B33
Champion,1,VMC,,1.0,1.0,0.0,Champion — 7GCAA
Beech,1,VMC,,2.0,0.0,0.0,Beech — A36
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA18
Boeing,,,,16.0,0.0,0.0,Boeing — 777
Airbus,2,,,301.0,0.0033222591362126247,,Airbus — A330
Cirrus,1,VMC,,2.0,0.0,0.0,Cirrus — SR22
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 25
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 337
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Ayres,1,VMC,,1.0,0.0,0.0,Ayres — S2R
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — A185
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 421
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Beech,2,VMC,,2.0,0.0,0.0,Beech — 58
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
McDonnell Douglas,,,,0.0,,,McDonnell Douglas — MD80
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA46
Boeing,2,,,3.0,0.0,,Boeing — 737 300
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,2.0,1.0,1.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 208
North American,1,VMC,,1.0,0.0,0.0,North American — AT
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G164
Champion,1,VMC,,1.0,0.0,0.0,Champion — 8GCBC
Aviat Aircraft Inc,1,VMC,,2.0,1.0,0.0,Aviat Aircraft Inc — A-1C
Piper,2,VMC,,5.0,1.0,0.0,Piper — PA34
Aeronca,1,VMC,,1.0,0.0,0.0,Aeronca — 7CCM
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Beech,2,VMC,,2.0,0.0,0.0,Beech — 76
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G164B
Beech,1,VMC,,2.0,0.0,0.0,Beech — T34
De Havilland,1,IMC,,11.0,0.36363636363636365,0.0,De Havilland — DHC 3
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA28R
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 502
Cessna,1,,,1.0,1.0,1.0,Cessna — 152
Boeing,,,,34.0,0.0,,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Air Tractor,1,VMC,,1.0,1.0,1.0,Air Tractor — AT-602
Piper,2,,,3.0,0.0,0.0,Piper — PA34
Beech,2,IMC,,3.0,0.0,0.0,Beech — 90
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A188B
Champion,,,,1.0,1.0,1.0,Champion — 8KCAB
Cessna,,,,0.0,,0.0,Cessna — 501
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 602
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — 172
Cessna,1,VMC,,3.0,0.6666666666666666,0.0,Cessna — 182
Boeing,,,,0.0,,,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — E162
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 20
Champion,1,VMC,,1.0,0.0,0.0,Champion — 7GC
Piper,,,,4.0,0.5,0.0,Piper — PA28R
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18S
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 152
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Boeing,,,,142.0,0.0,0.0,Boeing — 737
Boeing,,,,71.0,0.0,0.0,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,2,VMC,,4.0,1.0,1.0,Piper — PA34
Beech,1,VMC,,1.0,0.0,0.0,Beech — V35
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 152
Aero Commander,1,VMC,,1.0,0.0,0.0,Aero Commander — S2R
Cessna,,,,1.0,0.0,1.0,Cessna — CESSNA R182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,,,1.0,1.0,0.0,Cessna — 150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
De Havilland,1,VMC,,3.0,0.3333333333333333,1.0,De Havilland — DHC-2
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 170
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
De Havilland,1,VMC,,1.0,1.0,1.0,De Havilland — DH112 VENOM
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 310
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210C
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 195
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 301
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20E
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Grumman,1,VMC,,2.0,0.0,0.0,Grumman — AA5
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 560
McDonnell Douglas,,VMC,,146.0,0.00684931506849315,,McDonnell Douglas — MD88
Cessna,2,,,8.0,0.0,0.0,Cessna — 750
Airbus,,,,0.0,,0.0,Airbus — A330
Airbus,2,VMC,,134.0,0.007462686567164179,,Airbus — A319
Piper,1,IMC,,2.0,1.0,0.0,Piper — PA32R
Piper,1,VMC,,3.0,0.6666666666666666,0.0,Piper — PA32
Beech,,,,4.0,1.0,1.0,Beech — 58
Cirrus,1,VMC,,3.0,0.0,0.0,Cirrus — SR20
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA46
Air Tractor,1,,,1.0,1.0,0.0,Air Tractor — AT301
Aero Commander,2,VMC,,1.0,0.0,0.0,Aero Commander — 560
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT502
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Cessna,1,VMC,,1.0,1.0,,Cessna — 182
Beech,2,VMC,,1.0,0.0,0.0,Beech — C90
Luscombe,1,VMC,,1.0,1.0,0.0,Luscombe — 8
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,2,,,3.0,1.0,1.0,Piper — PA34
Piper,1,VMC,,2.0,1.0,1.0,Piper — PA24
Boeing,2,VMC,,250.0,0.0,0.0,Boeing — 767
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Bellanca,,VMC,,2.0,0.0,0.0,Bellanca — 8GCBC
Cessna,1,,,5.0,0.6,1.0,Cessna — 210
